STOP_ID_ANONY,STOP_FRISK_DATE,STOP_FRISK_TIME,YEAR2,MONTH2,DAY2,STOP_WAS_INITIATED,RECORD_STATUS_CODE,ISSUING_OFFICER_RANK,ISSUING_OFFICER_COMMAND_CODE,SUPERVISING_OFFICER_RANK,SUPERVISING_OFFICER_COMMAND_CODE,LOCATION_IN_OUT_CODE,JURISDICTION_CODE,JURISDICTION_DESCRIPTION,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OFFICER_EXPLAINED_STOP_FLAG,OFFICER_NOT_EXPLAINED_STOP_DESCRIPTION,OTHER_PERSON_STOPPED_FLAG,SUSPECT_ARRESTED_FLAG,SUSPECT_ARREST_OFFENSE,SUMMONS_ISSUED_FLAG,SUMMONS_OFFENSE_DESCRIPTION,OFFICER_IN_UNIFORM_FLAG,ID_CARD_IDENTIFIES_OFFICER_FLAG,SHIELD_IDENTIFIES_OFFICER_FLAG,VERBAL_IDENTIFIES_OFFICER_FLAG,FRISKED_FLAG,SEARCHED_FLAG,ASK_FOR_CONSENT_FLG,CONSENT_GIVEN_FLG,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_CEW_FLAG,PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG,PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG,PHYSICAL_FORCE_OC_SPRAY_USED_FLAG,PHYSICAL_FORCE_OTHER_FLAG,PHYSICAL_FORCE_RESTRAINT_USED_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,PHYSICAL_FORCE_WEAPON_IMPACT_FLAG,BACKROUND_CIRCUMSTANCES_VIOLENT_CRIME_FLAG,BACKROUND_CIRCUMSTANCES_SUSPECT_KNOWN_TO_CARRY_WEAPON_FLAG,SUSPECTS_ACTIONS_CASING_FLAG,SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG,SUSPECTS_ACTIONS_DECRIPTION_FLAG,SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG,SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG,SUSPECTS_ACTIONS_LOOKOUT_FLAG,SUSPECTS_ACTIONS_OTHER_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SEARCH_BASIS_ADMISSION_FLAG,SEARCH_BASIS_CONSENT_FLAG,SEARCH_BASIS_HARD_OBJECT_FLAG,SEARCH_BASIS_INCIDENTAL_TO_ARREST_FLAG,SEARCH_BASIS_OTHER_FLAG,SEARCH_BASIS_OUTLINE_FLAG,DEMEANOR_CODE,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,SUSPECT_OTHER_DESCRIPTION,STOP_LOCATION_PRECINCT,STOP_LOCATION_SECTOR_CODE,STOP_LOCATION_APARTMENT,STOP_LOCATION_FULL_ADDRESS,STOP_LOCATION_STREET_NAME,STOP_LOCATION_X,STOP_LOCATION_Y,STOP_LOCATION_ZIP_CODE,STOP_LOCATION_PATROL_BORO_NAME,STOP_LOCATION_BORO_NAME
21,3/9/19,12:48:00,2019,March,Saturday,Based on Radio Run,APP,POF,1,SGT,1,I,P,PSB,1,ROBBERY,3,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,(,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,CALM,40,MALE,BLACK,5.1,175,MED,BRO,BLK,SCARF COVERING FACE,1,A,(null),182 BROADWAY,BROADWAY,981551,197981,(null),PBMS,MANHATTAN
22,3/18/19,9:20:00,2019,March,Monday,Based on C/W on Scene,APP,POM,625,SGT,625,S,T,Transit,2,ASSAULT,2,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,(,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,RELUCTANT,25,MALE,BLACK,5.8,140,U,BRO,XXX,(null),1,A,(null),JOHN STREET && BROADWAY,JOHN STREET,981604,198068,(null),PBMS,MANHATTAN
23,3/18/19,13:16:00,2019,March,Monday,Based on Radio Run,APP,POF,1,SGT,1,O,P,PSB,3,ROBBERY,5,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,CALM,21,MALE,BLACK,6.2,180,MED,BLK,BLK,(null),1,C,(null),70 MURRAY STREET,MURRAY STREET,981319,199612,(null),PBMS,MANHATTAN
24,3/26/19,13:10:00,2019,March,Tuesday,Based on Self Initiated,APP,POM,1,SGT,1,I,P,PSB,1,PETIT LARCENY,16,Y,(null),N,Y,PETIT LARCENY,N,(null),Y,(null),(null),(null),N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),DE,EMOTIONAL,36,FEMALE,BLACK HISPANIC,5.4,115,THN,ZZZ,BRO,N/A,1,C,(null),250 BROADWAY,BROADWAY,982226,199035,(null),PBMS,MANHATTAN
25,3/29/19,21:25:00,2019,March,Friday,Based on Radio Run,APP,POM,1,LT,1,S,T,Transit,1,CPW,2,Y,(null),N,Y,CPW,N,(null),Y,(null),(null),(null),N,Y,N,N,N,(null),(null),Y,Y,(null),Y,Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),DE,"CONFUSED, NON-COMPLIANT",40,MALE,BLACK,5.7,210,HEA,BRO,GRY,"RED HAT, BROWN JACKET, RED SNEAKERS",1,A,(null),WALL STREET && WILLIAM STREET,WALL STREET,981615,196630,(null),PBMS,MANHATTAN
26,4/1/19,18:44:00,2019,April,Monday,Based on C/W on Scene,APP,POM,1,SGT,1,(null),(null),(null),1,GRAND LARCENY,16,Y,(null),Y,Y,PETIT LARCENY,N,(null),Y,(null),(null),(null),N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),DE,ANNOYED,12,MALE,WHITE,5.2,110,THN,BRO,BRO,"RED HAT, BLACK JEANS, GRAY JACKET",1,D,(null),149 MERCER STREET,MERCER STREET,984724,203415,(null),PBMS,MANHATTAN
27,4/1/19,18:44:00,2019,April,Monday,Based on C/W on Scene,APP,POM,1,SGT,1,(null),(null),(null),1,GRAND LARCENY,16,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,NERVOUS,15,MALE,WHITE,5.3,110,THN,BRO,BLK,"BLACK SWEATSHIRT, BLACK JEANS, BLACK SNEAKERS",1,D,(null),149 MERCER STREET,MERCER STREET,984724,203415,(null),PBMS,MANHATTAN
28,4/1/19,18:44:00,2019,April,Monday,Based on C/W on Scene,APP,POM,1,SGT,1,I,(null),(null),1,GRAND LARCENY,16,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,CALM,15,MALE,WHITE,5.8,140,THN,BRO,BRO,"GRAY SWEATSHIRT, BLACK JEANS, WHITE SNEAKERS, BACK PACK MULTICOLOR",1,D,(null),149 MERCER STREET,MERCER STREET,984724,203415,(null),PBMS,MANHATTAN
29,4/1/19,18:44:00,2019,April,Monday,Based on C/W on Scene,APP,POM,1,SGT,1,(null),(null),(null),1,GRAND LARCENY,16,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,CALM,15,MALE,WHITE HISPANIC,5.8,140,THN,BRO,BLK,"GLASSES, LONG HAIR, BLUE JACKET, BLACK PANTS, BLACK BACKPACK",1,D,(null),149 MERCER STREET,MERCER STREET,984724,203415,(null),PBMS,MANHATTAN
30,4/2/19,20:25:00,2019,April,Tuesday,Based on Radio Run,APP,POM,861,SSA,861,S,P,PSB,1,ROBBERY,7,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,CALM,31,MALE,BLACK,5.8,280,HEA,BRO,BLK,(null),1,B,(null),SOUTH STREET && WHITEHALL STREET,SOUTH STREET,980772,194845,(null),PBMS,MANHATTAN
31,4/2/19,20:15:00,2019,April,Tuesday,Based on Radio Run,APP,POM,447,SGT,447,I,T,Transit,5,ROBBERY,3,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,CALM AND COLLECTIVE,29,MALE,BLACK,6,160,THN,BRO,BLK,(null),1,B,(null),3 SOUTH STREET,SOUTH STREET,980829,194864,(null),PBMS,MANHATTAN
32,4/7/19,16:34:00,2019,April,Sunday,Based on Radio Run,APP,POM,1,SGT,1,O,P,PSB,1,GRAND LARCENY,10,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,CALM AND COOPERATIVE,34,MALE,BLACK,5.9,140,THN,BRO,BLK,(null),1,C,(null),195 BROADWAY,BROADWAY,981650,198144,(null),PBMS,MANHATTAN
33,4/7/19,12:03:00,2019,April,Sunday,Based on C/W on Scene,APP,POM,1,SGT,1,I,P,PSB,3,CRIMINAL TRESPASS,4,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,Y,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),Y,(null),(null),(null),(null),DE,"CALM, PASSIVE.",60,FEMALE,ASIAN / PACIFIC ISLANDER,5.1,145,MED,BRO,BLK,(null),1,C,(null),250 BROADWAY,BROADWAY,982226,199035,(null),PBMS,MANHATTAN
34,4/10/19,16:56:00,2019,April,Wednesday,Based on Radio Run,APP,LT,861,SGT,861,(null),T,Transit,1,ASSAULT,5,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,CALM,29,MALE,BLACK,6,180,THN,BRO,BLK,(null),1,D,(null),CANAL STREET && WOOSTER STREET,CANAL STREET,983161,201903,(null),PBMS,MANHATTAN
35,4/13/19,14:08:00,2019,April,Saturday,Based on Self Initiated,APP,POM,1,SGT,1,O,(null),(null),5,GRAND LARCENY AUTO,45,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,Y,Y,N,(null),(null),(null),N,(null),Y,Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),DE,CONFUSED,27,MALE,BLACK,5.3,120,MED,BRO,BLK,(null),1,D,(null),BROOME STREET && GREENE STREET,BROOME STREET,983861,202523,(null),PBMS,MANHATTAN
36,4/13/19,14:08:00,2019,April,Saturday,Based on Self Initiated,APP,POM,1,SGT,1,O,(null),(null),5,GRAND LARCENY AUTO,45,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),Y,Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),DE,COOPERATIVE,25,MALE,BLACK,6,150,MED,BRO,BLK,(null),1,D,(null),BROOME STREET && GREENE STREET,BROOME STREET,983861,202523,(null),PBMS,MANHATTAN
37,4/13/19,14:08:00,2019,April,Saturday,Based on Self Initiated,APP,POM,1,SGT,1,O,(null),(null),5,GRAND LARCENY AUTO,45,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),Y,Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),DE,COOPERATIVE,25,MALE,BLACK,6,140,MED,BRO,BLK,(null),1,D,(null),BROOME STREET && GREENE STREET,BROOME STREET,983861,202523,(null),PBMS,MANHATTAN
38,4/23/19,14:22:00,2019,April,Tuesday,Based on Radio Run,APP,POM,1,LT,1,(null),(null),(null),1,PETIT LARCENY,10,Y,(null),N,Y,PETIT LARCENY,N,(null),Y,(null),(null),(null),N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),DE,CALM,50,MALE,WHITE,5.1,200,MED,HAZ,GRY,"BLACK COAT, BEARD",1,D,(null),BROADWAY && HOWARD STREET,BROADWAY,983855,201569,(null),PBMS,MANHATTAN
39,4/24/19,13:05:00,2019,April,Wednesday,Based on Radio Run,APP,POM,1,LT,1,O,P,PSB,1,ASSAULT,10,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,POLITE,32,MALE,BLACK,6,180,THN,BRO,BLK,(null),1,A,(null),160 BROADWAY,BROADWAY,981411,197764,(null),PBMS,MANHATTAN
94,1/9/19,20:50:00,2019,January,Wednesday,Based on C/W on Scene,APP,POM,861,SGT,861,S,T,Transit,1,CPW,1,Y,(null),N,Y,CPW,N,(null),Y,(null),(null),(null),Y,Y,Y,Y,N,(null),Y,(null),Y,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),Y,(null),(null),(null),(null),DE,CALM,20,MALE,BLACK,5.7,120,THN,BRO,BRO,(null),1,B,(null),BROAD STREET && EXCHANGE PLACE,BROAD STREET,981148,196593,(null),PBMS,MANHATTAN
138,1/7/19,15:43:00,2019,January,Monday,Based on Self Initiated,APP,POM,1,LT,1,O,P,PSB,2,GRAND LARCENY,14,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,CONFUSED/COMPLIANT,26,MALE,BLACK,5.7,180,THN,BRO,BLK,(null),5,C,(null),478 BROADWAY,BROADWAY,984208,202110,(null),PBMS,MANHATTAN
139,1/8/19,8:28:00,2019,January,Tuesday,Based on Radio Run,APP,POM,863,SGT,863,S,T,Transit,1,CPW,10,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,CALM,39,MALE,WHITE,5.1,160,THN,BRO,BLK,N/A,5,C,(null),EAST HOUSTON STREET && BROADWAY,EAST HOUSTON STREET,985145,203571,(null),PBMS,MANHATTAN
140,1/9/19,17:08:00,2019,January,Wednesday,Based on Self Initiated,APP,POM,5,SGT,5,O,P,PSB,10,PETIT LARCENY,7,Y,(null),N,N,(null),N,(null),N,(null),S,V,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),DE,HAPPY,61,MALE,WHITE,5.9,176,MED,BRO,GRY,UNK,5,B,(null),229 CHRYSTIE STREET,CHRYSTIE STREET,986684,202786,(null),PBMS,MANHATTAN
141,1/10/19,17:20:00,2019,January,Thursday,Based on Self Initiated,APP,POM,5,SGT,5,O,P,PSB,5,PETIT LARCENY,2,Y,(null),N,N,(null),N,(null),N,(null),S,(null),N,N,N,N,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,CALM,50,MALE,WHITE HISPANIC,5.8,180,MED,BRO,BLK,UNKNOWN,5,B,(null),STANTON STREET && CHRYSTIE STREET,STANTON STREET,986565,202467,(null),PBMS,MANHATTAN
142,1/12/19,17:25:00,2019,January,Saturday,Based on Radio Run,APP,POF,804,SGT,804,(null),(null),(null),5,ROBBERY,10,Y,(null),N,Y,ASSAULT,N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),DE,AGITATED BUT CALM,21,FEMALE,WHITE HISPANIC,5.6,130,THN,BRO,BLN,(null),5,A,C- TOW,5 SAINT JAMES PLACE,SAINT JAMES PLACE,984171,198383,(null),PBMS,MANHATTAN
143,1/14/19,11:16:00,2019,January,Monday,Based on Radio Run,APP,POM,5,LT,5,O,(null),(null),1,BURGLARY,10,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),DE,NORMAL BEHAVIOR,41,MALE,WHITE HISPANIC,5.6,200,(null),(null),BLK,(null),5,B,(null),163 BOWERY,BOWERY,985850,201535,(null),PBMS,MANHATTAN
144,1/14/19,11:16:00,2019,January,Monday,Based on Radio Run,APP,POM,5,LT,5,O,(null),(null),1,BURGLARY,10,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),Y,Y,Y,Y,N,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),DE,NORMAL BEHAVIOR,47,MALE,WHITE HISPANIC,5.5,175,U,(null),BLK,(null),5,B,(null),163 BOWERY,BOWERY,985850,201535,(null),PBMS,MANHATTAN
145,1/18/19,2:50:00,2019,January,Friday,Based on C/W on Scene,APP,POM,5,SGT,5,I,P,PSB,2,ASSAULT,5,Y,(null),N,Y,ASSAULT,N,(null),Y,(null),(null),(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,"HE STATES ""I WASN'T FIGHTING.""",20,MALE,ASIAN / PACIFIC ISLANDER,5.8,180,MED,BRO,BLK,(null),5,A,(null),94 EAST BROADWAY,EAST BROADWAY,986023,199326,(null),PBMS,MANHATTAN
146,1/20/19,4:05:00,2019,January,Sunday,Based on Self Initiated,APP,POM,863,SGT,863,S,T,Transit,1,GRAND LARCENY,10,Y,(null),N,Y,CRIMINAL POSSESSION OF CONTROLLE,N,(null),N,(null),S,(null),N,Y,N,N,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),DE,CALM,40,MALE,WHITE,5.11,170,MED,BRO,BRO,(null),5,C,(null),EAST HOUSTON STREET && BROADWAY,EAST HOUSTON STREET,985145,203571,(null),PBMS,MANHATTAN
147,1/31/19,14:45:00,2019,January,Thursday,Based on C/W on Scene,APP,POM,5,SGT,5,O,(null),(null),1,ASSAULT,3,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),Y,(null),(,(null),Y,(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),DE,CALM,18,MALE,BLACK,5.1,180,THN,BRO,BLK,(null),5,B,(null),77 STANTON STREET,STANTON STREET,987201,202213,(null),PBMS,MANHATTAN
148,2/8/19,15:55:00,2019,February,Friday,Based on Self Initiated,APP,POM,863,POM,863,S,T,Transit,1,ASSAULT,10,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(,(null),(null),Y,(null),(null),Y,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),DE,CALM,23,MALE,BLACK,5.6,150,MED,BRO,BLK,UNK,5,B,(null),DELANCEY STREET && BOWERY,DELANCEY STREET,985903,201710,(null),PBMS,MANHATTAN
149,2/9/19,2:14:00,2019,February,Saturday,Based on C/W on Scene,APP,POM,5,LT,5,O,P,PSB,2,ASSAULT,10,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),DE,FRUSTRATED,27,MALE,WHITE HISPANIC,5.7,165,MED,BLK,BLK,BLACK COAT,5,C,(null),BOWERY && BAYARD STREET,BOWERY,985137,199783,(null),PBMS,MANHATTAN
150,2/9/19,2:14:00,2019,February,Saturday,Based on C/W on Scene,APP,POM,5,LT,5,O,P,PSB,2,ASSAULT,10,Y,(null),Y,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),(null),Y,Y,(null),(null),(null),(null),(null),(null),DE,FRUSTRATED,27,MALE,WHITE HISPANIC,5.11,185,MED,BRO,BLK,GREEN JACKET,5,C,(null),BOWERY && BAYARD STREET,BOWERY,985137,199783,(null),PBMS,MANHATTAN
151,1/28/19,17:04:00,2019,January,Monday,Based on Radio Run,APP,POM,5,SGT,5,(null),P,PSB,0,GRAND LARCENY AUTO,5,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,"CALM, UNDERSTANDING",47,MALE,WHITE,5.7,150,THN,GRN,BLD,SCARF,5,B,(null),STANTON STREET && BOWERY,STANTON STREET,986166,202619,(null),PBMS,MANHATTAN
152,3/3/19,3:10:00,2019,March,Sunday,Based on Self Initiated,APP,POM,5,SGT,5,O,(null),(null),20,OTHER,5,Y,(null),N,N,(null),N,(null),N,(null),S,V,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),DE,NERVOUS,34,MALE,WHITE HISPANIC,5.8,150,MED,BRO,BLK,NONE,5,A,(null),15 DIVISION STREET,DIVISION STREET,985184,199431,(null),PBMS,MANHATTAN
153,3/18/19,14:17:00,2019,March,Monday,Based on C/W on Scene,APP,POM,5,LT,5,O,(null),(null),0,ASSAULT,15,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,UPSET,48,(null),ASIAN / PACIFIC ISLANDER,5.7,150,MED,BLK,BLK,(null),5,A,(null),92 EAST BROADWAY,EAST BROADWAY,985996,199323,(null),PBMS,MANHATTAN
154,3/15/19,15:10:00,2019,March,Friday,Based on Self Initiated,APP,POM,5,SGT,5,I,P,PSB,2,CRIMINAL TRESPASS,15,Y,(null),N,N,(null),Y,DISORD,Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),DE,ANNOYED,19,MALE,WHITE,5.11,150,MED,ZZZ,BLN,(null),5,B,(null),75 CANAL STREET,CANAL STREET,986218,199848,(null),PBMS,MANHATTAN
155,3/19/19,23:07:00,2019,March,Tuesday,Based on Radio Run,APP,POM,5,SGT,5,O,H,Housing,0,ASSAULT,10,Y,(null),N,N,(null),N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),DE,INTOXICATED,26,MALE,WHITE HISPANIC,5.6,165,THN,BRO,BLK,NA,5,A,(null),40 MADISON STREET,MADISON STREET,984575,198625,(null),PBMS,MANHATTAN
156,3/23/19,11:40:00,2019,March,Saturday,Based on C/W on Scene,APP,POM,5,SGT,5,O,P,PSB,1,PETIT LARCENY,10,Y,(null),N,Y,PETIT LARCENY,N,(null),Y,(null),(null),(null),N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),(null),(null),(null),Y,(null),DE,UPSET/ANGERY/LOUD,23,MALE,BLACK,5.8,160,THN,BRO,BLK,"SUNGLASSES, WHITE JEANS, WHITE SHOES, AND BLACK JACKET",5,C,(null),EAST HOUSTON STREET && CROSBY STREET,EAST HOUSTON STREET,985401,203490,(null),PBMS,MANHATTAN
157,3/26/19,17:15:00,2019,March,Tuesday,Based on Radio Run,APP,POF,804,SGT,804,I,H,Housing,0,OTHER,15,Y,(null),Y,N,(null),Y,MARIJU,Y,(null),(null),(null),Y,N,N,N,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),(null),#N/A,#N/A,17,MALE,BLACK,5.4,140,THN,BLK,BLK,UNKNOWN,5,B,2 FLOO,45 ALLEN STREET,ALLEN STREET,986512,200356,(null),PBMS,MANHATTAN
158,3/27/19,18:15:00,2019,March,Wednesday,Based on C/W on Scene,APP,POM,5,SGT,5,(null),P,PSB,0,GRAND LARCENY,30,Y,(null),Y,N,(null),Y,MARIJU,Y,(null),(null),(null),N,N,N,N,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),(null),(null),Y,(null),(null),(null),(null),(null),(null),(null),DE,NERVOUS,23,MALE,BLACK,5.9,160,MED,BRO,BLK,(null),5,C,(null),143 BAXTER STREET,BAXTER STREET,984683,201192,(null),PBMS,MANHATTAN
